-12.834,-60.25,59.709,-299.67,0.44213,112.52,-72.174
-13.302,-2.983,-59.709,-310.76,0.88425,22.894,19.628
-2.4774,-51.089,59.709,-186.87,1.3263,-394.17,-122.95
-17.941,-38.174,179.13,113.15,1.7684,-241.59,-63.207
-11.3,-33.039,238.84,210.92,2.2103,-82.084,-62.389
13.821,37.227,0,-207.3,2.6522,-286.01,32.219
0.072033,-4.1053,-238.84,350.38,3.094,-304.79,23.366
5.3378,-9.7207,119.42,-107.27,3.5356,336.01,19.764
10.541,37.83,0,-57.721,3.9771,316.81,-63.4
12.004,15.299,179.13,-177.47,4.4185,-68.763,39.135
-5.4325,-33.284,0,56.134,4.8596,-51.915,13.003
13.328,28.399,-179.13,379.24,5.3006,91.13,94.597
-21.514,-37.608,59.709,85.776,5.7414,-107.46,-58.665
11,24.785,119.42,203.65,6.1819,81.154,-56.869
-3.5441,-16.539,-238.84,190.54,6.6222,-283.48,-36.408
6.2331,24.877,-179.13,-71.787,7.0623,-38.23,47.37
1.8845,40.642,-179.13,305.46,7.5021,36.315,20.397
4.5127,4.4348,-238.84,179.22,7.9415,140.9,70.716
5.6766,2.1516,-238.84,269.57,8.3807,185.66,15.754
-11.533,-4.6349,59.709,344.21,8.8195,337.4,-6.673
7.2647,2.6209,-179.13,288.64,9.258,-244.13,67.848
3.772,-4.5424,119.42,340.7,9.6961,295.63,-13.959
-1.4145,-8.7715,-119.42,-195.23,10.134,357.81,16.539
9.0637,24.705,-238.84,-257.47,10.571,393.08,44.534
2.6424,-22.472,0,37.489,11.008,308.4,14.526
18.084,40.887,-59.709,-8.3106,11.445,-12.457,107.21
8.8916,43.165,-179.13,-110.17,11.881,-163.1,109.02
9.0437,10.975,-238.84,-33.661,12.316,-9.7518,-1.8812
-7.8278,32.611,0,226.84,12.751,-183.98,-8.8209
-3.2048,-26.826,-238.84,-170.64,13.186,239.71,-66.238
-14.591,-28.571,119.42,-161.81,13.62,89.787,37.706
1.1383,-1.5614,-238.84,343.1,14.053,54.154,40.127
-0.62602,-19.822,-59.709,231.73,14.486,-170.26,-96.86
1.905,-1.4488,238.84,318.85,14.919,-72.921,33.127
26.848,12.033,0,142.55,15.35,-59.298,110.99
8.2861,-37.69,-238.84,111.48,15.782,-93.328,-22.638
23.105,61.735,238.84,43.126,16.212,-318.39,96.409
-7.2115,-14.381,179.13,-51.893,16.642,69.418,-12.261
-19.054,-43.159,-59.709,-66.525,17.071,299.73,39.674
-2.8429,-28.617,0,314.94,17.5,234.24,-22.513
8.6241,14.509,179.13,207.7,17.928,-380.46,24.876
10.879,22.409,59.709,-99.603,18.355,209.37,30.183
-5.5111,-29.655,-179.13,73.186,18.781,363.51,-102.47
-4.5463,38.631,59.709,-184.08,19.207,325.6,37.511
-2.532,12.863,-119.42,305.27,19.632,22.01,5.7082
3.5647,-4.6743,179.13,98.194,20.056,213.77,-30.714
1.3106,14.273,-179.13,-345.73,20.48,325.04,-13.522
2.2242,-3.2728,0,-271.79,20.902,-97.645,-5.1423
8.2311,-12.617,-59.709,369.92,21.324,109.91,-34.946
4.4383,-21.814,179.13,-376.15,21.745,-339.59,-23.146
-5.6097,-17.464,0,158.29,22.165,196.5,4.1246
15.221,59.787,179.13,-119.21,22.584,217.53,72.093
-14.597,-5.0805,0,-37.629,23.003,288.93,-73.634
5.6729,-0.34696,179.13,161.01,23.42,257.89,23.249
-0.95677,39.878,-119.42,265.29,23.836,-123.39,46.257
6.2966,8.4577,0,114.24,24.252,-107.76,17.355
1.4409,6.3186,179.13,-279.76,24.667,215.6,-5.8843
18.391,35.964,119.42,-128.65,25.08,85.846,49.76
-14.729,13.439,-119.42,-287.02,25.493,-98.374,-12.056
4.9516,-16.989,179.13,311.43,25.904,253.62,31.279
-0.21775,30.419,-179.13,264.14,26.315,-107.12,57.56
-7.6288,-10.549,0,-339.66,26.724,372.21,-66.903
22.212,56.843,-179.13,-334.55,27.133,89.007,9.1458
-14.981,-45.759,179.13,-192.51,27.54,228.36,14.035
1.1714,11.952,-59.709,367.48,27.947,-225.29,67.633
11.069,79.22,-59.709,309.39,28.352,-199.53,76.481
6.8198,9.6646,119.42,307.71,28.756,223.42,-4.691
-9.1534,9.8326,0,270.5,29.159,-293.55,-18.926
-15.415,-55.976,-238.84,8.0631,29.561,-231.49,-88.284
10.498,35.056,-119.42,-233.57,29.961,-343.15,30.673
-2.6108,-26.244,59.709,112.25,30.361,-148.15,-34.488
7.6778,28.593,-179.13,90.2,30.759,-281.83,-7.941
